0 0 0.0001
8.01182e-05 0 0.0002
0.000247763 1.33517e-09 0.0003
0.000494585 5.46403e-09 0.0004
0.000813018 1.37058e-08 0.0005
0.00119621 2.72536e-08 0.0006
0.00163794 4.71861e-08 0.0007
0.00213257 7.44784e-08 0.0008
0.00267501 1.10012e-07 0.0009
0.00326061 1.54581e-07 0.001
0.00388518 2.08907e-07 0.0011
0.00454491 2.73636e-07 0.0012
0.00523633 3.49354e-07 0.0013
0.0059563 4.36588e-07 0.0014
0.00670199 5.35813e-07 0.0015
0.00747079 6.47457e-07 0.0016
0.00826035 7.71904e-07 0.0017
0.00906854 9.09499e-07 0.0018
0.00989341 1.06055e-06 0.0019
0.0107332 1.22534e-06 0.002
0.0115863 1.4041e-06 0.0021
0.0124512 1.59707e-06 0.0022
0.0133266 1.80444e-06 0.0023
0.0142113 2.02637e-06 0.0024
0.0151041 2.26303e-06 0.0025
0.0160041 2.51456e-06 0.0026
0.0169104 2.78106e-06 0.0027
0.017822 3.06264e-06 0.0028
0.0187381 3.35938e-06 0.0029
0.0196582 3.67137e-06 0.003
0.0205815 3.99867e-06 0.0031
0.0215074 4.34133e-06 0.0032
0.0224354 4.69939e-06 0.0033
0.023365 5.07288e-06 0.0034
0.0242956 5.46184e-06 0.0035
0.0252269 5.86627e-06 0.0036
0.0261585 6.28619e-06 0.0037
0.0270899 6.7216e-06 0.0038
0.0280209 7.17249e-06 0.0039
0.0289511 7.63886e-06 0.004
0.0298802 8.12069e-06 0.0041
0.0308079 8.61797e-06 0.0042
0.031734 9.13066e-06 0.0043
0.0326582 9.65875e-06 0.0044
0.0335804 1.02022e-05 0.0045
0.0345001 1.0761e-05 0.0046
0.0354174 1.1335e-05 0.0047
0.0363319 1.19243e-05 0.0048
0.0372436 1.25288e-05 0.0049
0.0381521 1.31484e-05 0.005
0.0390574 1.37831e-05 0.0051
0.0399593 1.44328e-05 0.0052
0.0408576 1.50976e-05 0.0053
0.0417522 1.57772e-05 0.0054
0.0426429 1.64717e-05 0.0055
0.0435297 1.7181e-05 0.0056
0.0444123 1.79049e-05 0.0057
0.0452907 1.86436e-05 0.0058
0.0461647 1.93968e-05 0.0059
0.0470343 2.01645e-05 0.006
0.0478992 2.09467e-05 0.0061
0.0487594 2.17432e-05 0.0062
0.0496148 2.25539e-05 0.0063
0.0504653 2.33789e-05 0.0064
0.0513108 2.42179e-05 0.0065
0.0521511 2.5071e-05 0.0066
0.0529862 2.5938e-05 0.0067
0.0538159 2.68189e-05 0.0068
0.0546402 2.77135e-05 0.0069
0.055459 2.86217e-05 0.007
0.0562722 2.95436e-05 0.0071
0.0570797 3.04789e-05 0.0072
0.0578814 3.14276e-05 0.0073
0.0586772 3.23896e-05 0.0074
0.0594671 3.33647e-05 0.0075
0.0602509 3.4353e-05 0.0076
0.0610285 3.53542e-05 0.0077
0.0618 3.63683e-05 0.0078
0.0625651 3.73951e-05 0.0079
0.0633239 3.84347e-05 0.008
0.0640762 3.94868e-05 0.0081
0.064822 4.05513e-05 0.0082
0.0655611 4.16282e-05 0.0083
0.0662936 4.27173e-05 0.0084
0.0670192 4.38185e-05 0.0085
0.0677381 4.49317e-05 0.0086
0.06845 4.60568e-05 0.0087
0.0691549 4.71937e-05 0.0088
0.0698528 4.83423e-05 0.0089
0.0705436 4.95023e-05 0.009
0.0712271 5.06738e-05 0.0091
0.0719033 5.18566e-05 0.0092
0.0725723 5.30505e-05 0.0093
0.0732338 5.42555e-05 0.0094
0.0738878 5.54715e-05 0.0095
0.0745343 5.66982e-05 0.0096
0.0751731 5.79356e-05 0.0097
0.0758043 5.91835e-05 0.0098
0.0764278 6.04418e-05 0.0099
0.0770434 6.17105e-05 0.01
0.0776512 6.29893e-05 0.0101
0.0782511 6.42781e-05 0.0102
0.078843 6.55768e-05 0.0103
0.0794268 6.68852e-05 0.0104
0.0800026 6.82033e-05 0.0105
0.0805701 6.95309e-05 0.0106
0.0811295 7.08678e-05 0.0107
0.0816806 7.22139e-05 0.0108
0.0822233 7.35691e-05 0.0109
0.0827577 7.49332e-05 0.011
0.0832836 7.63061e-05 0.0111
0.0838011 7.76877e-05 0.0112
0.08431 7.90777e-05 0.0113
0.0848103 8.04762e-05 0.0114
0.085302 8.18828e-05 0.0115
0.0857849 8.32976e-05 0.0116
0.0862592 8.47202e-05 0.0117
0.0867246 8.61507e-05 0.0118
0.0871812 8.75888e-05 0.0119
0.087629 8.90343e-05 0.012
0.0880678 9.04873e-05 0.0121
0.0884976 9.19474e-05 0.0122
0.0889184 9.34145e-05 0.0123
0.0893302 9.48886e-05 0.0124
0.0897329 9.63693e-05 0.0125
0.0901264 9.78567e-05 0.0126
0.0905108 9.93505e-05 0.0127
0.090886 0.000100851 0.0128
0.0912519 0.000102357 0.0129
