-0.00620828  -0.0397014  1.18569  0.592843
-0.0353722  -0.142914  1.53523  0.174773
-0.0754703  -0.303079  1.72121  0.0929903
-0.132711  -0.539392  1.85983  0.0693075
-0.203732  -0.836303  1.96424  0.0522068
-0.288692  -1.1855  2.04884  0.0422982
-0.400946  -1.61846  2.12925  0.0402036
-0.53641  -2.08019  2.20258  0.0366694
-0.695039  -2.50269  2.27168  0.0345486
-0.886157  -2.78571  2.34354  0.0359297
-1.12683  -2.68968  2.43034  0.043399
-1.30621  -2.20143  2.50313  0.0363942
-1.43469  -1.58171  2.57095  0.0339105
-1.51904  -1.02099  2.63608  0.0325638
-1.57247  -0.573612  2.70391  0.0339191
-1.60311  -0.2428  2.78094  0.0385136
-1.61468  -0.017967  2.87672  0.0478915
-1.60613  0.127717  3.00931  0.0662927
-1.57354  0.19238  3.2062  0.098444
-1.50662  0.224733  3.5248  0.159302
-1.33195  0.301338  4.19813  0.336666
-1.29071  0.325722  4.32982  0.0658445
-1.24747  0.355197  4.45696  0.0635694
-1.20077  0.392166  4.58214  0.0625895
-1.15903  0.43033  4.68376  0.0508106
-1.1214  0.469428  4.76752  0.041878
-1.08631  0.510298  4.83922  0.035849
-1.0525  0.554074  4.90281  0.0317965
-0.965594  0.688961  5.04352  0.0703559
-0.865857  0.887304  5.17107  0.0637757
-0.746582  1.19082  5.287  0.0579639
-0.606211  1.64058  5.38722  0.0501113
-0.435879  2.30693  5.47448  0.0436296
-0.204023  3.37061  5.55715  0.0413321
0.146487  5.09831  5.64079  0.0418238
0.427167  6.35541  5.68982  0.0245155
0.693647  7.23252  5.72894  0.0195589
0.980073  7.613  5.76731  0.0191851
1.28734  7.11533  5.80867  0.0206797
1.52117  5.9306  5.84432  0.0178269
1.70102  4.44657  5.87894  0.0173079
1.82822  3.04838  5.913  0.017032
1.9265  1.73687  5.95462  0.0208096
2.00013  0.563023  6.0224  0.0338875
2.0208  0.118121  6.08834  0.0329706
2.02225  -0.0527694  6.16418  0.03792
2.01401  -0.111609  6.25881  0.0473171
1.97503  -0.134716  6.5651  0.153141
1.88775  -0.144789  7.19071  0.312806
1.63773  -0.1816  8.7446  0.776946
1.35038  -0.261646  10.0682  0.66178
1.17921  -0.372327  10.6143  0.273084
1.05351  -0.501652  10.9049  0.145291
0.932948  -0.676666  11.1117  0.1034
0.821059  -0.898096  11.2551  0.0716933
0.712682  -1.17195  11.3606  0.0527504
0.603475  -1.50689  11.4427  0.0410263
0.490463  -1.91139  11.5091  0.033239
0.371293  -2.39298  11.5647  0.0278109
0.243651  -2.95788  11.6126  0.0239435
0.0909969  -3.6739  11.6588  0.0230992
-0.0820454  -4.504  11.7013  0.0212132
-0.276148  -5.4018  11.7405  0.0196182
-0.498936  -6.30115  11.7786  0.0190268
-0.777155  -7.07076  11.82  0.0207305
-1.05388  -7.25345  11.8584  0.0192043
-1.28333  -6.80814  11.8909  0.0162335
-1.48438  -5.86921  11.9225  0.0157936
-1.64205  -4.71376  11.9522  0.0148741
-1.76412  -3.53378  11.9819  0.0148173
-1.85748  -2.44364  12.0132  0.0156932
-1.92697  -1.51028  12.0488  0.017756
-1.97573  -0.770803  12.0924  0.0218433
-2.00525  -0.242061  12.1541  0.0308223
-2.011  0.0879761  12.2904  0.0681408
-1.98702  0.133049  12.4925  0.101047
-1.9513  0.137851  12.7558  0.131683
-1.77494  0.162572  13.9362  0.590186
-1.614  0.19522  14.8417  0.45274
-1.52478  0.21986  15.2727  0.215521
-1.46685  0.239467  15.5253  0.126289
-1.4152  0.260008  15.7324  0.10354
-1.336  0.298646  16.0169  0.142247
-1.30183  0.318502  16.1277  0.055405
-1.26506  0.342494  16.239  0.0556808
-1.21894  0.37698  16.3674  0.064197
-1.1848  0.406048  16.4547  0.0436302
-1.14633  0.442912  16.5454  0.0453644
-1.10985  0.482315  16.6244  0.0394759
-1.07534  0.523954  16.693  0.0343314
-1.00105  0.629856  16.8224  0.0646792
-0.908871  0.79568  16.9526  0.0651151
-0.797259  1.05284  17.0745  0.0609389
-0.666049  1.43694  17.181  0.0532539
-0.509645  2.00364  17.2729  0.0459594
-0.310324  2.8657  17.3557  0.0414033
-0.00158405  4.37116  17.4422  0.0432169
0.245096  5.56984  17.4919  0.0248777
0.502062  6.64644  17.534  0.0210205
0.774935  7.41408  17.5727  0.0193385
1.06246  7.58787  17.6107  0.0190452
1.3931  6.6824  17.6566  0.0229223
1.59893  5.36139  17.6906  0.0170273
1.75318  3.91671  17.7239  0.0166322
1.86794  2.55135  17.7596  0.0178497
1.95833  1.26457  17.808  0.024215
2.0109  0.361344  17.8773  0.0346095
2.02302  0.0421004  17.944  0.0333648
2.02043  -0.0826603  18.0273  0.0416759
1.99839  -0.129792  18.222  0.0973283
1.95047  -0.137528  18.5791  0.178574
1.69287  -0.170939  20.274  0.84742
1.34184  -0.257907  21.9583  0.842155
1.19128  -0.3641  22.4459  0.2438
1.06512  -0.488995  22.7446  0.149367
0.943207  -0.660156  22.9591  0.107239
0.830588  -0.877525  23.1069  0.0739125
0.722039  -1.14661  23.215  0.054039
0.613  -1.47601  23.2987  0.0418449
0.500389  -1.87429  23.3663  0.0337959
0.381818  -2.34906  23.4227  0.0282041
0.254986  -2.90668  23.4711  0.0242238
0.103165  -3.6161  23.5179  0.0233591
-0.0688674  -4.4413  23.5607  0.021407
-0.261543  -5.33713  23.6001  0.0197298
-0.481931  -6.23988  23.6382  0.0190293
-0.754273  -7.02692  23.6791  0.0204603
-1.021  -7.26904  23.7162  0.0185586
-1.25571  -6.89465  23.7492  0.0164835
-1.46388  -5.99126  23.7814  0.0160827
-1.62657  -4.84512  23.8113  0.0149844
-1.75235  -3.65949  23.8409  0.0148006
-1.84863  -2.55491  23.8721  0.0155594
-1.92054  -1.60203  23.907  0.0174653
-1.97143  -0.840374  23.9495  0.0212578
-2.00303  -0.288595  24.0083  0.0294031
-2.01251  0.0622167  24.1249  0.0582867
-1.98852  0.13295  24.3399  0.107516
-1.95709  0.137172  24.5724  0.116268
-1.78838  0.160353  25.7119  0.569747
-1.62486  0.192591  26.6446  0.466308
-1.53203  0.217624  27.0984  0.226936
-1.47767  0.235546  27.3386  0.120097
-1.42598  0.255451  27.5494  0.105408
-1.34388  0.294362  27.8491  0.149845
-1.26466  0.342871  28.0988  0.124812
-1.19259  0.399277  28.2937  0.0974608
-1.15172  0.437591  28.3915  0.0489023
-1.11468  0.476934  28.4726  0.0405502
-1.07992  0.518245  28.5425  0.0349577
-1.01334  0.610753  28.6609  0.059193
-0.923275  0.76712  28.7925  0.0658048
-0.814379  1.00927  28.9162  0.0618534
-0.686174  1.3724  29.025  0.0543899
-0.534009  1.90826  29.1188  0.0468912
-0.343048  2.71557  29.2023  0.0417681
-0.0441004  4.15961  29.2905  0.0440812
0.214399  5.42654  29.3446  0.0270589
0.471074  6.53138  29.3875  0.0214578
0.740794  7.34598  29.4262  0.0193744
1.02747  7.60929  29.4643  0.0190536
1.34607  6.89562  29.5078  0.021752
1.56326  5.63655  29.5424  0.0172535
1.72847  4.17599  29.576  0.0168298
1.84899  2.79477  29.6108  0.0173712
1.94308  1.49696  29.6554  0.0222972
2.00732  0.433472  29.7265  0.0355944
2.02248  0.0697837  29.7927  0.0330829
2.02144  -0.072003  29.8728  0.040048
2.00271  -0.127553  30.0471  0.0871725
1.96014  -0.136447  30.3674  0.160146
1.74882  -0.162729  31.7948  0.713698
1.38767  -0.240321  33.6398  0.922502
1.20406  -0.351403  34.2667  0.313424
1.07368  -0.477001  34.5847  0.159022
0.963481  -0.628815  34.7858  0.100547
0.852206  -0.832994  34.9395  0.0768124
0.743668  -1.09023  35.0532  0.0568796
0.634999  -1.40685  35.1408  0.0438089
0.523243  -1.79091  35.2111  0.0351456
0.405979  -2.25012  35.2694  0.0291562
0.280933  -2.79106  35.3192  0.0249029
0.130944  -3.48514  35.3672  0.023989
-0.038881  -4.29867  35.411  0.0218801
-0.228461  -5.18912  35.451  0.0200124
-0.443741  -6.09786  35.4891  0.0190719
-0.704369  -6.91864  35.5291  0.0199701
-0.9751  -7.27412  35.567  0.0189776
-1.21704  -7.00128  35.6008  0.0168559
-1.43569  -6.15057  35.6338  0.0165429
-1.60547  -5.01944  35.6642  0.0151637
-1.73635  -3.82782  35.6938  0.014799
-1.8366  -2.705  35.7246  0.0154027
-1.91179  -1.72677  35.7588  0.0171123
-1.96554  -0.935999  35.7999  0.0205517
-1.99986  -0.353735  35.8554  0.0277622
-2.0135  0.0170972  35.9553  0.0499535
-2.00098  0.123396  36.1025  0.073606
-1.97947  0.13414  36.2679  0.082683
-1.92311  0.141227  36.6769  0.204518
-1.63737  0.189734  38.4327  0.877901
-1.54333  0.214228  38.8997  0.23348
-1.48775  0.232006  39.1491  0.124703
-1.43393  0.252185  39.3717  0.111284
-1.37632  0.27776  39.5895  0.108895
-1.33531  0.298967  39.7318  0.0711719
-1.24791  0.354838  40.0005  0.134331
